year,state,state_po,county_name,office,candidate,party,candidatevotes,totalvotes,mode
2008,TENNESSEE,TN,LEWIS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2951,4834,TOTAL
2008,TENNESSEE,TN,LEWIS,US PRESIDENT,OTHER,OTHER,79,4834,TOTAL
2008,TENNESSEE,TN,LINCOLN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3695,13130,TOTAL
2008,TENNESSEE,TN,LINCOLN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,9231,13130,TOTAL
2008,TENNESSEE,TN,LINCOLN,US PRESIDENT,OTHER,OTHER,204,13130,TOTAL
2008,TENNESSEE,TN,LOUDON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6058,22184,TOTAL
2008,TENNESSEE,TN,LOUDON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,15815,22184,TOTAL
2008,TENNESSEE,TN,LOUDON,US PRESIDENT,OTHER,OTHER,311,22184,TOTAL
2008,TENNESSEE,TN,MCMINN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5541,18789,TOTAL
2008,TENNESSEE,TN,MCMINN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,12989,18789,TOTAL
2008,TENNESSEE,TN,MCMINN,US PRESIDENT,OTHER,OTHER,259,18789,TOTAL
2008,TENNESSEE,TN,MCNAIRY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3131,10422,TOTAL
2008,TENNESSEE,TN,MCNAIRY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7135,10422,TOTAL
2008,TENNESSEE,TN,MCNAIRY,US PRESIDENT,OTHER,OTHER,156,10422,TOTAL
2008,TENNESSEE,TN,MACON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2060,7360,TOTAL
2008,TENNESSEE,TN,MACON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5145,7360,TOTAL
2008,TENNESSEE,TN,MACON,US PRESIDENT,OTHER,OTHER,155,7360,TOTAL
2008,TENNESSEE,TN,MADISON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,20209,43846,TOTAL
2008,TENNESSEE,TN,MADISON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,23290,43846,TOTAL
2008,TENNESSEE,TN,MADISON,US PRESIDENT,OTHER,OTHER,347,43846,TOTAL
2008,TENNESSEE,TN,MARION,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4506,11437,TOTAL
2008,TENNESSEE,TN,MARION,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6746,11437,TOTAL
2008,TENNESSEE,TN,MARION,US PRESIDENT,OTHER,OTHER,185,11437,TOTAL
2008,TENNESSEE,TN,MARSHALL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4320,11289,TOTAL
2008,TENNESSEE,TN,MARSHALL,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6755,11289,TOTAL
2008,TENNESSEE,TN,MARSHALL,US PRESIDENT,OTHER,OTHER,214,11289,TOTAL
2008,TENNESSEE,TN,MAURY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13058,33767,TOTAL
2008,TENNESSEE,TN,MAURY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,20288,33767,TOTAL
2008,TENNESSEE,TN,MAURY,US PRESIDENT,OTHER,OTHER,421,33767,TOTAL
2008,TENNESSEE,TN,MEIGS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1372,4237,TOTAL
2008,TENNESSEE,TN,MEIGS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2797,4237,TOTAL
2008,TENNESSEE,TN,MEIGS,US PRESIDENT,OTHER,OTHER,68,4237,TOTAL
2008,TENNESSEE,TN,MONROE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5053,16777,TOTAL
2008,TENNESSEE,TN,MONROE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11484,16777,TOTAL
2008,TENNESSEE,TN,MONROE,US PRESIDENT,OTHER,OTHER,240,16777,TOTAL
2008,TENNESSEE,TN,MONTGOMERY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,25716,56518,TOTAL
2008,TENNESSEE,TN,MONTGOMERY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,30175,56518,TOTAL
2008,TENNESSEE,TN,MONTGOMERY,US PRESIDENT,OTHER,OTHER,627,56518,TOTAL
2008,TENNESSEE,TN,MOORE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,881,2952,TOTAL
2008,TENNESSEE,TN,MOORE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2010,2952,TOTAL
2008,TENNESSEE,TN,MOORE,US PRESIDENT,OTHER,OTHER,61,2952,TOTAL
2008,TENNESSEE,TN,MORGAN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1969,6822,TOTAL
2008,TENNESSEE,TN,MORGAN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4717,6822,TOTAL
2008,TENNESSEE,TN,MORGAN,US PRESIDENT,OTHER,OTHER,136,6822,TOTAL
2008,TENNESSEE,TN,OBION,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4308,13392,TOTAL
2008,TENNESSEE,TN,OBION,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8873,13392,TOTAL
2008,TENNESSEE,TN,OBION,US PRESIDENT,OTHER,OTHER,211,13392,TOTAL
2008,TENNESSEE,TN,OVERTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3419,8092,TOTAL
2008,TENNESSEE,TN,OVERTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4497,8092,TOTAL
2008,TENNESSEE,TN,OVERTON,US PRESIDENT,OTHER,OTHER,176,8092,TOTAL
2008,TENNESSEE,TN,PERRY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1329,3000,TOTAL
2008,TENNESSEE,TN,PERRY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1596,3000,TOTAL
2008,TENNESSEE,TN,PERRY,US PRESIDENT,OTHER,OTHER,75,3000,TOTAL
2008,TENNESSEE,TN,PICKETT,US PRESIDENT,BARACK OBAMA,DEMOCRAT,854,2671,TOTAL
2008,TENNESSEE,TN,PICKETT,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1786,2671,TOTAL
2008,TENNESSEE,TN,PICKETT,US PRESIDENT,OTHER,OTHER,31,2671,TOTAL
2008,TENNESSEE,TN,POLK,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2124,6501,TOTAL
2008,TENNESSEE,TN,POLK,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4267,6501,TOTAL
2008,TENNESSEE,TN,POLK,US PRESIDENT,OTHER,OTHER,110,6501,TOTAL
2008,TENNESSEE,TN,PUTNAM,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9739,27316,TOTAL
2008,TENNESSEE,TN,PUTNAM,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,17101,27316,TOTAL
2008,TENNESSEE,TN,PUTNAM,US PRESIDENT,OTHER,OTHER,476,27316,TOTAL
2008,TENNESSEE,TN,RHEA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2907,11106,TOTAL
2008,TENNESSEE,TN,RHEA,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8042,11106,TOTAL
2008,TENNESSEE,TN,RHEA,US PRESIDENT,OTHER,OTHER,157,11106,TOTAL
2008,TENNESSEE,TN,ROANE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7224,23276,TOTAL
2008,TENNESSEE,TN,ROANE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,15658,23276,TOTAL
2008,TENNESSEE,TN,ROANE,US PRESIDENT,OTHER,OTHER,394,23276,TOTAL
2008,TENNESSEE,TN,ROBERTSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9318,27614,TOTAL
2008,TENNESSEE,TN,ROBERTSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,17903,27614,TOTAL
2008,TENNESSEE,TN,ROBERTSON,US PRESIDENT,OTHER,OTHER,393,27614,TOTAL
2008,TENNESSEE,TN,RUTHERFORD,US PRESIDENT,BARACK OBAMA,DEMOCRAT,40460,101737,TOTAL
2008,TENNESSEE,TN,RUTHERFORD,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,59892,101737,TOTAL
2008,TENNESSEE,TN,RUTHERFORD,US PRESIDENT,OTHER,OTHER,1385,101737,TOTAL
2008,TENNESSEE,TN,SCOTT,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1720,6783,TOTAL
2008,TENNESSEE,TN,SCOTT,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4931,6783,TOTAL
2008,TENNESSEE,TN,SCOTT,US PRESIDENT,OTHER,OTHER,132,6783,TOTAL
2008,TENNESSEE,TN,SEQUATCHIE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1717,5437,TOTAL
2008,TENNESSEE,TN,SEQUATCHIE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3610,5437,TOTAL
2008,TENNESSEE,TN,SEQUATCHIE,US PRESIDENT,OTHER,OTHER,110,5437,TOTAL
2008,TENNESSEE,TN,SEVIER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8604,33941,TOTAL
2008,TENNESSEE,TN,SEVIER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,24922,33941,TOTAL
2008,TENNESSEE,TN,SEVIER,US PRESIDENT,OTHER,OTHER,415,33941,TOTAL
2008,TENNESSEE,TN,SHELBY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,256297,404555,TOTAL
2008,TENNESSEE,TN,SHELBY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,145458,404555,TOTAL
2008,TENNESSEE,TN,SHELBY,US PRESIDENT,OTHER,OTHER,2800,404555,TOTAL
2008,TENNESSEE,TN,SMITH,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2992,7741,TOTAL
2008,TENNESSEE,TN,SMITH,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4563,7741,TOTAL
2008,TENNESSEE,TN,SMITH,US PRESIDENT,OTHER,OTHER,186,7741,TOTAL
2008,TENNESSEE,TN,STEWART,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2470,5507,TOTAL
2008,TENNESSEE,TN,STEWART,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2956,5507,TOTAL
2008,TENNESSEE,TN,STEWART,US PRESIDENT,OTHER,OTHER,81,5507,TOTAL
2008,TENNESSEE,TN,SULLIVAN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,18354,63997,TOTAL
2008,TENNESSEE,TN,SULLIVAN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,44808,63997,TOTAL
2008,TENNESSEE,TN,SULLIVAN,US PRESIDENT,OTHER,OTHER,835,63997,TOTAL
2008,TENNESSEE,TN,SUMNER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,21487,67228,TOTAL
2008,TENNESSEE,TN,SUMNER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,44949,67228,TOTAL
2008,TENNESSEE,TN,SUMNER,US PRESIDENT,OTHER,OTHER,792,67228,TOTAL
2008,TENNESSEE,TN,TIPTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7931,25316,TOTAL
2008,TENNESSEE,TN,TIPTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,17165,25316,TOTAL
2008,TENNESSEE,TN,TIPTON,US PRESIDENT,OTHER,OTHER,220,25316,TOTAL
2008,TENNESSEE,TN,TROUSDALE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1475,3239,TOTAL
2008,TENNESSEE,TN,TROUSDALE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1688,3239,TOTAL
2008,TENNESSEE,TN,TROUSDALE,US PRESIDENT,OTHER,OTHER,76,3239,TOTAL
2008,TENNESSEE,TN,UNICOI,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2107,7223,TOTAL
2008,TENNESSEE,TN,UNICOI,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5011,7223,TOTAL
2008,TENNESSEE,TN,UNICOI,US PRESIDENT,OTHER,OTHER,105,7223,TOTAL
2008,TENNESSEE,TN,UNION,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1829,6399,TOTAL
2008,TENNESSEE,TN,UNION,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4467,6399,TOTAL
2008,TENNESSEE,TN,UNION,US PRESIDENT,OTHER,OTHER,103,6399,TOTAL
2008,TENNESSEE,TN,VAN BUREN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,849,2206,TOTAL
2008,TENNESSEE,TN,VAN BUREN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1294,2206,TOTAL
2008,TENNESSEE,TN,VAN BUREN,US PRESIDENT,OTHER,OTHER,63,2206,TOTAL
2008,TENNESSEE,TN,WARREN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5515,14400,TOTAL
2008,TENNESSEE,TN,WARREN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8562,14400,TOTAL
2008,TENNESSEE,TN,WARREN,US PRESIDENT,OTHER,OTHER,323,14400,TOTAL
2008,TENNESSEE,TN,WASHINGTON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,15941,48982,TOTAL
2008,TENNESSEE,TN,WASHINGTON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,32341,48982,TOTAL
2008,TENNESSEE,TN,WASHINGTON,US PRESIDENT,OTHER,OTHER,700,48982,TOTAL
2008,TENNESSEE,TN,WAYNE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1355,5527,TOTAL
2008,TENNESSEE,TN,WAYNE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4076,5527,TOTAL
2008,TENNESSEE,TN,WAYNE,US PRESIDENT,OTHER,OTHER,96,5527,TOTAL
2008,TENNESSEE,TN,WEAKLEY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4596,13690,TOTAL
2008,TENNESSEE,TN,WEAKLEY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8855,13690,TOTAL
2008,TENNESSEE,TN,WEAKLEY,US PRESIDENT,OTHER,OTHER,239,13690,TOTAL
2008,TENNESSEE,TN,WHITE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3372,9647,TOTAL
2008,TENNESSEE,TN,WHITE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6103,9647,TOTAL
2008,TENNESSEE,TN,WHITE,US PRESIDENT,OTHER,OTHER,172,9647,TOTAL
2008,TENNESSEE,TN,WILLIAMSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,27886,93646,TOTAL
2008,TENNESSEE,TN,WILLIAMSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,64858,93646,TOTAL
2008,TENNESSEE,TN,WILLIAMSON,US PRESIDENT,OTHER,OTHER,902,93646,TOTAL
2008,TENNESSEE,TN,WILSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,15886,51159,TOTAL
2008,TENNESSEE,TN,WILSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,34595,51159,TOTAL
2008,TENNESSEE,TN,WILSON,US PRESIDENT,OTHER,OTHER,678,51159,TOTAL
2008,TEXAS,TX,ANDERSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4630,16655,TOTAL
2008,TEXAS,TX,ANDERSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11884,16655,TOTAL
2008,TEXAS,TX,ANDERSON,US PRESIDENT,OTHER,OTHER,141,16655,TOTAL
2008,TEXAS,TX,ANDREWS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,790,4629,TOTAL
2008,TEXAS,TX,ANDREWS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3816,4629,TOTAL
2008,TEXAS,TX,ANDREWS,US PRESIDENT,OTHER,OTHER,23,4629,TOTAL
2008,TEXAS,TX,ANGELINA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9379,29153,TOTAL
2008,TEXAS,TX,ANGELINA,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,19569,29153,TOTAL
2008,TEXAS,TX,ANGELINA,US PRESIDENT,OTHER,OTHER,205,29153,TOTAL
2008,TEXAS,TX,ARANSAS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3006,9778,TOTAL
2008,TEXAS,TX,ARANSAS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6693,9778,TOTAL
2008,TEXAS,TX,ARANSAS,US PRESIDENT,OTHER,OTHER,79,9778,TOTAL
2008,TEXAS,TX,ARCHER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,740,4365,TOTAL
2008,TEXAS,TX,ARCHER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3595,4365,TOTAL
2008,TEXAS,TX,ARCHER,US PRESIDENT,OTHER,OTHER,30,4365,TOTAL
2008,TEXAS,TX,ARMSTRONG,US PRESIDENT,BARACK OBAMA,DEMOCRAT,128,990,TOTAL
2008,TEXAS,TX,ARMSTRONG,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,856,990,TOTAL
2008,TEXAS,TX,ARMSTRONG,US PRESIDENT,OTHER,OTHER,6,990,TOTAL
2008,TEXAS,TX,ATASCOSA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4415,9938,TOTAL
2008,TEXAS,TX,ATASCOSA,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5462,9938,TOTAL
2008,TEXAS,TX,ATASCOSA,US PRESIDENT,OTHER,OTHER,61,9938,TOTAL
2008,TEXAS,TX,AUSTIN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2821,11721,TOTAL
2008,TEXAS,TX,AUSTIN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8786,11721,TOTAL
2008,TEXAS,TX,AUSTIN,US PRESIDENT,OTHER,OTHER,114,11721,TOTAL
2008,TEXAS,TX,BAILEY,US PRESIDENT,BARACK OBAMA,DEMOCRAT,682,2316,TOTAL
2008,TEXAS,TX,BAILEY,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1618,2316,TOTAL
2008,TEXAS,TX,BAILEY,US PRESIDENT,OTHER,OTHER,16,2316,TOTAL
2008,TEXAS,TX,BANDERA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2250,9297,TOTAL
2008,TEXAS,TX,BANDERA,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6935,9297,TOTAL
2008,TEXAS,TX,BANDERA,US PRESIDENT,OTHER,OTHER,112,9297,TOTAL
2008,TEXAS,TX,BASTROP,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11687,25918,TOTAL
2008,TEXAS,TX,BASTROP,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,13817,25918,TOTAL
2008,TEXAS,TX,BASTROP,US PRESIDENT,OTHER,OTHER,414,25918,TOTAL
2008,TEXAS,TX,BAYLOR,US PRESIDENT,BARACK OBAMA,DEMOCRAT,366,1643,TOTAL
2008,TEXAS,TX,BAYLOR,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1262,1643,TOTAL
2008,TEXAS,TX,BAYLOR,US PRESIDENT,OTHER,OTHER,15,1643,TOTAL
2008,TEXAS,TX,BEE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3645,8157,TOTAL
2008,TEXAS,TX,BEE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4471,8157,TOTAL
2008,TEXAS,TX,BEE,US PRESIDENT,OTHER,OTHER,41,8157,TOTAL
2008,TEXAS,TX,BELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,40413,90334,TOTAL
2008,TEXAS,TX,BELL,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,49242,90334,TOTAL
2008,TEXAS,TX,BELL,US PRESIDENT,OTHER,OTHER,679,90334,TOTAL
2008,TEXAS,TX,BEXAR,US PRESIDENT,BARACK OBAMA,DEMOCRAT,275527,525715,TOTAL
2008,TEXAS,TX,BEXAR,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,246275,525715,TOTAL
2008,TEXAS,TX,BEXAR,US PRESIDENT,OTHER,OTHER,3913,525715,TOTAL
2008,TEXAS,TX,BLANCO,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1467,4939,TOTAL
2008,TEXAS,TX,BLANCO,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3418,4939,TOTAL
2008,TEXAS,TX,BLANCO,US PRESIDENT,OTHER,OTHER,54,4939,TOTAL
2008,TEXAS,TX,BORDEN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,40,361,TOTAL
2008,TEXAS,TX,BORDEN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,316,361,TOTAL
2008,TEXAS,TX,BORDEN,US PRESIDENT,OTHER,OTHER,5,361,TOTAL
2008,TEXAS,TX,BOSQUE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1797,7646,TOTAL
2008,TEXAS,TX,BOSQUE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5762,7646,TOTAL
2008,TEXAS,TX,BOSQUE,US PRESIDENT,OTHER,OTHER,87,7646,TOTAL
2008,TEXAS,TX,BOWIE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,10815,35186,TOTAL
2008,TEXAS,TX,BOWIE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,24162,35186,TOTAL
2008,TEXAS,TX,BOWIE,US PRESIDENT,OTHER,OTHER,209,35186,TOTAL
2008,TEXAS,TX,BRAZORIA,US PRESIDENT,BARACK OBAMA,DEMOCRAT,36480,104940,TOTAL
2008,TEXAS,TX,BRAZORIA,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,67515,104940,TOTAL
2008,TEXAS,TX,BRAZORIA,US PRESIDENT,OTHER,OTHER,945,104940,TOTAL
2008,TEXAS,TX,BRAZOS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,20502,58673,TOTAL
2008,TEXAS,TX,BRAZOS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,37465,58673,TOTAL
2008,TEXAS,TX,BRAZOS,US PRESIDENT,OTHER,OTHER,706,58673,TOTAL
2008,TEXAS,TX,BREWSTER,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1970,3900,TOTAL
2008,TEXAS,TX,BREWSTER,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1855,3900,TOTAL
2008,TEXAS,TX,BREWSTER,US PRESIDENT,OTHER,OTHER,75,3900,TOTAL
2008,TEXAS,TX,BRISCOE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,205,830,TOTAL
2008,TEXAS,TX,BRISCOE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,617,830,TOTAL
2008,TEXAS,TX,BRISCOE,US PRESIDENT,OTHER,OTHER,8,830,TOTAL
2008,TEXAS,TX,BROOKS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1747,2309,TOTAL
2008,TEXAS,TX,BROOKS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,556,2309,TOTAL
2008,TEXAS,TX,BROOKS,US PRESIDENT,OTHER,OTHER,6,2309,TOTAL
2008,TEXAS,TX,BROWN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2822,15015,TOTAL
2008,TEXAS,TX,BROWN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,12052,15015,TOTAL
2008,TEXAS,TX,BROWN,US PRESIDENT,OTHER,OTHER,141,15015,TOTAL
2008,TEXAS,TX,BURLESON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2053,6665,TOTAL
2008,TEXAS,TX,BURLESON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4547,6665,TOTAL
2008,TEXAS,TX,BURLESON,US PRESIDENT,OTHER,OTHER,65,6665,TOTAL
2008,TEXAS,TX,BURNET,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4608,16893,TOTAL
2008,TEXAS,TX,BURNET,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,12059,16893,TOTAL
2008,TEXAS,TX,BURNET,US PRESIDENT,OTHER,OTHER,226,16893,TOTAL
2008,TEXAS,TX,CALDWELL,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5403,11648,TOTAL
2008,TEXAS,TX,CALDWELL,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6107,11648,TOTAL
2008,TEXAS,TX,CALDWELL,US PRESIDENT,OTHER,OTHER,138,11648,TOTAL
2008,TEXAS,TX,CALHOUN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2729,6879,TOTAL
2008,TEXAS,TX,CALHOUN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4106,6879,TOTAL
2008,TEXAS,TX,CALHOUN,US PRESIDENT,OTHER,OTHER,44,6879,TOTAL
2008,TEXAS,TX,CALLAHAN,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1063,5716,TOTAL
2008,TEXAS,TX,CALLAHAN,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4589,5716,TOTAL
2008,TEXAS,TX,CALLAHAN,US PRESIDENT,OTHER,OTHER,64,5716,TOTAL
2008,TEXAS,TX,CAMERON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,48480,75657,TOTAL
2008,TEXAS,TX,CAMERON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,26671,75657,TOTAL
2008,TEXAS,TX,CAMERON,US PRESIDENT,OTHER,OTHER,506,75657,TOTAL
2008,TEXAS,TX,CAMP,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1734,4567,TOTAL
2008,TEXAS,TX,CAMP,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2798,4567,TOTAL
2008,TEXAS,TX,CAMP,US PRESIDENT,OTHER,OTHER,35,4567,TOTAL
2008,TEXAS,TX,CARSON,US PRESIDENT,BARACK OBAMA,DEMOCRAT,406,2980,TOTAL
2008,TEXAS,TX,CARSON,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2548,2980,TOTAL
2008,TEXAS,TX,CARSON,US PRESIDENT,OTHER,OTHER,26,2980,TOTAL
2008,TEXAS,TX,CASS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3490,11846,TOTAL
2008,TEXAS,TX,CASS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8279,11846,TOTAL
2008,TEXAS,TX,CASS,US PRESIDENT,OTHER,OTHER,77,11846,TOTAL
2008,TEXAS,TX,CASTRO,US PRESIDENT,BARACK OBAMA,DEMOCRAT,719,2291,TOTAL
2008,TEXAS,TX,CASTRO,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1562,2291,TOTAL
2008,TEXAS,TX,CASTRO,US PRESIDENT,OTHER,OTHER,10,2291,TOTAL
2008,TEXAS,TX,CHAMBERS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3188,13292,TOTAL
2008,TEXAS,TX,CHAMBERS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,9988,13292,TOTAL
2008,TEXAS,TX,CHAMBERS,US PRESIDENT,OTHER,OTHER,116,13292,TOTAL
2008,TEXAS,TX,CHEROKEE,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4610,16417,TOTAL
2008,TEXAS,TX,CHEROKEE,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11695,16417,TOTAL
2008,TEXAS,TX,CHEROKEE,US PRESIDENT,OTHER,OTHER,112,16417,TOTAL
2008,TEXAS,TX,CHILDRESS,US PRESIDENT,BARACK OBAMA,DEMOCRAT,497,2296,TOTAL
2008,TEXAS,TX,CHILDRESS,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1782,2296,TOTAL
2008,TEXAS,TX,CHILDRESS,US PRESIDENT,OTHER,OTHER,17,2296,TOTAL
